SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10
LAL,Lorenzini Apparels Limited,EQ,10-APR-2023,1,1,INE740X01023,1
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10
LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5
LANCORHOL,Lancor Holdings Limited,EQ,12-MAR-2024,2,1,INE572G01025,2
LANDMARK,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5
LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2
LASA,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10
LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1
LATTEYS,Latteys Industries Limited,BE,23-MAY-2023,2,1,INE262Z01023,2
LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2
LAXMICOT,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10
LAXMIDENTL,Laxmi Dental Limited,EQ,20-JAN-2025,2,1,INE0WO601020,2
LCCINFOTEC,LCC Infotech Limited,BE,02-MAR-2000,2,1,INE938A01021,2
LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10
LEXUS,Lexus Granito (India) Limited,EQ,13-MAR-2023,10,1,INE500X01013,10
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-APR-2015,10,1,INE850E01012,10
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10
LGHL,Laxmi Goldorna House Limited,EQ,10-NOV-2023,10,1,INE258Y01016,10
LIBAS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10
LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10
LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2
LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10
LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,INE060901027,5
LINC,Linc Limited,EQ,09-MAR-2015,5,1,INE802B01027,5
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10
LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10
LLOYDS-RE1,LLOYDS ENGINEERING WORKS LTD-RE,BE,15-MAY-2025,1,1,INE093R20029,1
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,18-JUL-2016,1,1,INE093R01011,1
LLOYDSENT,Lloyds Enterprises Limited,EQ,17-OCT-2024,1,1,INE080I01025,1
LLOYDSME,Lloyds Metals And Energy Limited,EQ,17-JUL-2023,1,1,INE281B01032,1
LMW,LMW Limited,EQ,29-MAR-1995,10,1,INE269B01029,10
LODHA,Macrotech Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10
LOKESHMACH,Lokesh Machines Limited,BE,05-MAY-2006,10,1,INE397H01017,10
LORDSCHLO,Lords Chloro Alkali Limited,EQ,28-AUG-2023,10,1,INE846D01012,10
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-JUL-2008,10,1,INE947I01017,10
LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10
LOYALTEX,Loyal Textile Mills Limited,BE,11-AUG-2022,10,1,INE970D01010,10
LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1
LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2
LTF,L&T Finance Limited,EQ,12-AUG-2011,10,1,INE498L01015,10
LTFOODS,LT Foods Limited,EQ,18-DEC-2006,1,1,INE818H01020,1
LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1
LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2
LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10
LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2
LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2
LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2
LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2
LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10
LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10
M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2
M&MFIN-RE1,Mahindra & Mahindra Financial Services Limited-RE,BE,22-MAY-2025,2,1,INE774D20024,2
MAANALU,Maan Aluminium Limited,EQ,22-OCT-2007,5,1,INE215I01027,5
MACPOWER,Macpower CNC Machines Limited,BE,19-AUG-2020,10,1,INE155Z01011,10
MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10
MADHUCON,Madhucon Projects Limited,EQ,05-OCT-2006,1,1,INE378D01032,1
MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10
MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10
MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-JAN-1998,10,1,INE843B01013,10
MAHASTEEL,Mahamaya Steel Industries Limited,BE,01-JUL-2016,10,1,INE451L01014,10
MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10
MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10
MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10
MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10
MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5
MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10
MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10
MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10
MAMATA,Mamata Machinery Limited,EQ,27-DEC-2024,10,1,INE0TO701015,10
MANAKALUCO,Manaksia Aluminium Company Limited,EQ,30-MAR-2015,1,1,INE859Q01017,1
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1
MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2
MANAKSTEEL,Manaksia Steels Limited,BE,30-MAR-2015,1,1,INE824Q01011,1
MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5
MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2
MANBA,Manba Finance Limited,EQ,30-SEP-2024,10,1,INE939X01013,10
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,16-AUG-2024,10,1,INE545L01039,10
MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10,1,INE558B01017,10
MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10
MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5
MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2
MANKIND,Mankind Pharma Limited,EQ,09-MAY-2023,1,1,INE634S01028,1
MANOMAY,Manomay Tex India Limited,EQ,18-JAN-2023,10,1,INE784W01015,10
MANORAMA,Manorama Industries Limited,EQ,01-JUL-2022,2,1,INE00VM01036,2
MANORG,Mangalam Organics Limited,BE,02-NOV-2021,10,1,INE370D01013,10
MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2
MANYAVAR,Vedant Fashions Limited,EQ,16-FEB-2022,1,1,INE825V01034,1
MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,INE0BV301023,2
MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10
MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5
MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1
MARINE,Marine Electricals (India) Limited,EQ,02-DEC-2020,2,1,INE01JE01028,2
MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1
MARSHALL,Marshall Machines Limited,BZ,22-NOV-2021,10,1,INE00SZ01018,10
MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5
MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10
MASKINVEST,Mask Investments Limited,BE,14-OCT-2016,10,1,INE885F01015,10
MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5
MASTERTR,Master Trust Limited,EQ,12-NOV-2024,1,1,INE677D01037,1
MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5
MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10
MAXESTATES,Max Estates Limited,EQ,30-OCT-2023,10,1,INE03EI01018,10
MAXHEALTH,Max Healthcare Institute Limited,EQ,21-AUG-2020,10,1,INE027H01010,10
MAXIND,Max India Limited,EQ,28-AUG-2020,10,1,INE0CG601016,10
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,INE040D01038,5
MAZDA,Mazda Limited,EQ,01-NOV-2016,2,1,INE885E01042,2
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,5,1,INE249Z01020,5
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-AUG-2019,10,1,INE900L01010,10
MBLINFRA,MBL Infrastructure Limited,EQ,11-JAN-2010,10,1,INE912H01013,10
MCL,Madhav Copper Limited,EQ,19-AUG-2020,5,1,INE813V01022,5
MCLEODRUSS,Mcleod Russel India Limited,EQ,29-JUL-2005,5,1,INE942G01012,5
MCLOUD,Magellanic Cloud Limited,EQ,07-FEB-2025,2,1,INE613C01026,2
MCX,Multi Commodity Exchange of India Limited,EQ,09-MAR-2012,10,1,INE745G01035,10
MEDANTA,Global Health Limited,EQ,16-NOV-2022,2,1,INE474Q01031,2
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,23-JAN-2024,5,1,INE456Z01021,5
MEDICAMEQ,Medicamen Biotech Limited,EQ,27-OCT-2021,10,1,INE646B01010,10
MEDICO,Medico Remedies Limited,EQ,26-MAY-2022,2,1,INE630Y01024,2
MEDPLUS,Medplus Health Services Limited,EQ,23-DEC-2021,2,1,INE804L01022,2
MEGASOFT,Megasoft Limited,BE,19-JUL-2007,10,1,INE933B01012,10
MEGASTAR,Megastar Foods Limited,EQ,16-FEB-2022,10,1,INE00EM01016,10
MENONBE,Menon Bearings Limited,EQ,09-MAR-2015,1,1,INE071D01033,1
MEP,MEP Infrastructure Developers Limited,BZ,06-MAY-2015,10,1,INE776I01010,10
METROBRAND,Metro Brands Limited,EQ,22-DEC-2021,5,1,INE317I01021,5
METROPOLIS,Metropolis Healthcare Limited,EQ,15-APR-2019,2,1,INE112L01020,2
MFML,Mahalaxmi Fabric Mills Limited,BE,27-AUG-2024,10,1,INE0US801024,10
MFSL,Max Financial Services Limited,EQ,17-MAY-2000,2,1,INE180A01020,2
MGEL,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,1,1,INE0APB01032,1
MGL,Mahanagar Gas Limited,EQ,01-JUL-2016,10,1,INE002S01010,10
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-JAN-2022,10,1,INE112D01035,10
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,16-JUL-2009,10,1,INE998I01010,10
MICEL,MIC Electronics Limited,EQ,17-DEC-2021,2,1,INE287C01037,2
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,INE099Z01011,10
MINDACORP,Minda Corporation Limited,EQ,16-OCT-2014,2,1,INE842C01021,2
MINDTECK,Mindteck (India) Limited,EQ,02-AUG-2016,10,1,INE110B01017,10
MIRCELECTR,MIRC Electronics Limited,BE,24-MAY-2004,1,1,INE831A01028,1
MIRZAINT,Mirza International Limited,EQ,28-APR-1999,2,1,INE771A01026,2
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,17-MAR-2022,10,1,INE828O01033,10
MITTAL,Mittal Life Style Limited,EQ,29-APR-2020,1,1,INE997Y01027,1
MKPL,M K Proteins Limited,EQ,13-JUN-2023,1,1,INE964W01021,1
MMFL,MM Forgings Limited,EQ,20-DEC-2006,10,1,INE227C01017,10
MMP,MMP Industries Limited,EQ,09-JAN-2020,10,1,INE511Y01018,10
MMTC,MMTC Limited,EQ,09-APR-2012,1,1,INE123F01029,1
MOBIKWIK,One Mobikwik Systems Limited,EQ,18-DEC-2024,2,1,INE0HLU01028,2
MODIRUBBER,Modi Rubber Limited,BE,07-FEB-1996,10,1,INE832A01018,10
MODISONLTD,MODISON LIMITED,EQ,03-MAY-2021,1,1,INE737D01021,1
MODTHREAD,Modern Threads (India) Limited,EQ,22-NOV-1995,10,50,INE794W01014,10
MOHITIND,Mohit Industries Limited,EQ,14-MAR-2013,10,1,INE954E01012,10
MOIL,MOIL Limited,EQ,15-DEC-2010,10,1,INE490G01020,10
MOKSH,Moksh Ornaments Limited,EQ,21-MAY-2021,2,1,INE514Y01020,2
MOL,Meghmani Organics Limited,EQ,18-AUG-2021,1,1,INE0CT101020,1
MOLDTECH,Mold-Tek Technologies Limited,EQ,07-JUL-2016,2,1,INE835B01035,2
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,23-FEB-2015,5,1,INE893J01029,5
MONARCH,Monarch Networth Capital Limited,EQ,06-JAN-2022,10,1,INE903D01011,10
MONTECARLO,Monte Carlo Fashions Limited,EQ,19-DEC-2014,10,1,INE950M01013,10
MOREPENLAB,Morepen Laboratories Limited,EQ,24-NOV-1999,2,1,INE083A01026,2
MOSCHIP,Moschip Technologies Limited,EQ,05-FEB-2025,2,1,INE935B01025,2
MOTHERSON,Samvardhana Motherson International Limited,EQ,14-AUG-1996,1,1,INE775A01035,1
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,11-SEP-2007,1,1,INE338I01027,1
MOTISONS,Motisons Jewellers Limited,EQ,26-DEC-2023,1,1,INE0FRK01020,1
MOTOGENFIN,The Motor & General Finance Limited,EQ,08-FEB-1995,5,1,INE861B01023,5
MPHASIS,MphasiS Limited,EQ,04-JUN-2004,10,1,INE356A01018,10
MPSLTD,MPS Limited,EQ,21-JAN-2002,10,1,INE943D01017,10
MRF,MRF Limited,EQ,18-SEP-1996,10,1,INE883A01011,10
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,07-JAN-2005,10,1,INE103A01014,10
MSPL,MSP Steel & Power Limited,EQ,18-JUL-2005,10,1,INE752G01015,10
MSTCLTD,Mstc Limited,EQ,29-MAR-2019,10,1,INE255X01014,10
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1,1,INE0FS801015,1
MTARTECH,Mtar Technologies Limited,EQ,15-MAR-2021,10,1,INE864I01014,10
MTEDUCARE,MT Educare Limited,BE,12-APR-2012,10,1,INE472M01018,10
MTNL,Mahanagar Telephone Nigam Limited,EQ,17-FEB-1999,10,1,INE153A01019,10
MUFIN,Mufin Green Finance Limited,EQ,06-NOV-2023,1,1,INE08KJ01020,1
MUFTI,Credo Brands Marketing Limited,EQ,27-DEC-2023,2,1,INE220Q01020,2
MUKANDLTD,Mukand Limited,EQ,23-FEB-2004,10,1,INE304A01026,10
MUKKA,Mukka Proteins Limited,EQ,07-MAR-2024,1,1,INE0CG401037,1
MUKTAARTS,Mukta Arts Limited,EQ,12-SEP-2000,5,1,INE374B01019,5
MUNJALAU,Munjal Auto Industries Limited,EQ,19-JUL-2006,2,1,INE672B01032,2
MUNJALSHOW,Munjal Showa Limited,EQ,12-MAY-2003,2,1,INE577A01027,2
MURUDCERA,Murudeshwar Ceramics Limited,EQ,28-MAY-2004,10,1,INE692B01014,10
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,24-AUG-2015,10,1,INE296G01013,10
MUTHOOTFIN,Muthoot Finance Limited,EQ,06-MAY-2011,10,1,INE414G01012,10
MUTHOOTMF,Muthoot Microfin Limited,EQ,26-DEC-2023,10,1,INE046W01019,10
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-OCT-2023,10,1,INE0KNT01012,10
NACLIND,NACL Industries Limited,BE,07-APR-2017,1,1,INE295D01020,1
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,BE,15-JUN-2016,1,1,INE454M01024,1
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,18-SEP-2007,5,1,INE245I01016,5
NAGREEKEXP,Nagreeka Exports Limited,EQ,18-JUN-2007,5,1,INE123B01028,5
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,11-MAR-2008,5,1,INE049I01012,5
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,15-DEC-2005,10,1,INE289A01011,10
NAHARPOLY,Nahar Poly Films Limited,EQ,23-MAR-2007,5,1,INE308A01027,5
NAHARSPING,Nahar Spinning Mills Limited,EQ,23-MAR-2007,5,1,INE290A01027,5
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,06-NOV-2017,10,1,INE298J01013,10
NARMADA,Narmada Agrobase Limited,EQ,27-OCT-2022,10,1,INE117Z01011,10
NATCAPSUQ,Natural Capsules Limited,EQ,14-FEB-2025,10,1,INE936B01015,10
NATCOPHARM,Natco Pharma Limited,EQ,27-DEC-1995,2,1,INE987B01026,2
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,28-JAN-2014,10,1,INE448G01010,10
NATIONALUM,National Aluminium Company Limited,EQ,28-APR-1999,5,1,INE139A01034,5
NAUKRI,Info Edge (India) Limited,EQ,21-NOV-2006,2,1,INE663F01032,2
NAVA,NAVA LIMITED,EQ,03-APR-1996,1,1,INE725A01030,1
NAVINFLUOR,Navin Fluorine International Limited,EQ,01-JUN-2007,2,1,INE048G01026,2
NAVKARCORP,Navkar Corporation Limited,EQ,09-SEP-2015,10,1,INE278M01019,10
NAVKARURB,Navkar Urbanstructure Limited,EQ,17-JAN-2025,1,1,INE268H01044,1
NAVNETEDUL,Navneet Education Limited,EQ,08-FEB-1995,2,1,INE060A01024,2
NAZARA,Nazara Technologies Limited,EQ,30-MAR-2021,4,1,INE418L01021,4
NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,INE095N01031,1
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5,1,INE365I01020,5
NCC,NCC Limited,EQ,14-OCT-2003,2,1,INE868B01028,2
NCLIND,NCL Industries Limited,EQ,03-APR-2007,10,1,INE732C01016,10
NDGL,Naga Dhunseri Group Limited,EQ,29-AUG-2016,10,1,INE756C01015,10
NDL,Nandan Denim Limited,EQ,23-MAR-2012,1,1,INE875G01048,1
NDLVENTURE,NDL Ventures Limited,BE,24-APR-2007,10,1,INE353A01023,10
NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10,1,INE07OG01012,10
NDTV,New Delhi Television Limited,EQ,19-MAY-2004,4,1,INE155G01029,4
NECCLTD,North Eastern Carrying Corporation Limited,EQ,02-MAR-2016,10,1,INE553C01016,10
NECLIFE,Nectar Lifesciences Limited,EQ,18-JUL-2005,1,1,INE023H01027,1
NELCAST,Nelcast Limited,EQ,27-JUN-2007,2,1,INE189I01024,2
NELCO,NELCO Limited,EQ,28-MAY-2003,10,1,INE045B01015,10
NEOGEN,Neogen Chemicals Limited,EQ,08-MAY-2019,10,1,INE136S01016,10
NESCO,Nesco Limited,EQ,08-APR-2008,2,1,INE317F01035,2
NESTLEIND,Nestle India Limited,EQ,01-AUG-2023,1,1,INE239A01024,1
NETWEB,Netweb Technologies India Limited,EQ,27-JUL-2023,2,1,INE0NT901020,2
NETWORK18,Network18 Media & Investments Limited,EQ,02-FEB-2007,5,1,INE870H01013,5
NEULANDLAB,Neuland Laboratories Limited,EQ,13-OCT-2008,10,1,INE794A01010,10
NEWGEN,Newgen Software Technologies Limited,EQ,29-JAN-2018,10,1,INE619B01017,10
NEXTMEDIA,Next Mediaworks Limited,BE,04-APR-2001,10,1,INE747B01016,10
NFL,National Fertilizers Limited,EQ,28-DEC-2006,10,1,INE870D01012,10
NGIL,Nakoda Group of Industries Limited,EQ,20-AUG-2021,10,1,INE236Y01012,10
NGLFINE,NGL Fine-Chem Limited,BE,08-JUL-2022,5,1,INE887E01022,5
NH,Narayana Hrudayalaya Ltd.,EQ,06-JAN-2016,10,1,INE410P01011,10
NHPC,NHPC Limited,EQ,01-SEP-2009,10,1,INE848E01016,10
NIACL,The New India Assurance Company Limited,EQ,13-NOV-2017,5,1,INE470Y01017,5
NIBE,NIBE Limited,EQ,07-FEB-2025,10,1,INE149O01018,10
NIBL,NRB Industrial Bearings Limited,EQ,09-APR-2013,2,1,INE047O01014,2
NIITLTD,NIIT Limited,EQ,16-AUG-2004,2,1,INE161A01038,2
NIITMTS,NIIT Learning Systems Limited,EQ,08-AUG-2023,2,1,INE342G01023,2
NILAINFRA,Nila Infrastructures Limited,EQ,21-MAY-2015,1,1,INE937C01029,1
NILASPACES,Nila Spaces Limited,EQ,28-DEC-2018,1,1,INE00S901012,1
NILKAMAL,Nilkamal Limited,EQ,01-NOV-1995,10,1,INE310A01015,10
NINSYS,NINtec Systems Limited,EQ,21-FEB-2023,10,1,INE395U01014,10
NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,5,1,INE567A01028,5
NIRAJ,Niraj Cement Structurals Limited,EQ,01-OCT-2020,10,1,INE368I01016,10
NIRAJISPAT,Niraj Ispat Industries Limited,EQ,27-OCT-2016,10,1,INE326T01011,10
NITCO,Nitco Limited,EQ,21-MAR-2006,10,1,INE858F01012,10
NITINSPIN,Nitin Spinners Limited,EQ,02-FEB-2006,10,1,INE229H01012,10
NITIRAJ,Nitiraj Engineers Limited,BE,22-APR-2021,10,1,INE439T01012,10
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,14-NOV-2024,10,1,INE995S01015,10
NKIND,NK Industries Limited,EQ,07-JUL-1995,10,1,INE542C01019,10
NLCINDIA,NLC India Limited,EQ,23-AUG-2000,10,1,INE589A01014,10
NMDC,NMDC Limited,EQ,03-MAR-2008,1,1,INE584A01023,1
NOCIL,NOCIL Limited,EQ,17-JAN-1996,10,1,INE163A01018,10
NOIDATOLL,Noida Toll Bridge Company Limited,BE,06-DEC-2002,10,1,INE781B01015,10
NORBTEAEXP,Norben Tea & Exports Limited,BE,26-JUN-1996,10,1,INE369C01017,10
NORTHARC,Northern Arc Capital Limited,EQ,24-SEP-2024,10,1,INE850M01015,10
NOVAAGRI,Nova Agritech Limited,EQ,31-JAN-2024,2,1,INE02H701025,2
NPST,Network People Services Technologies Limited,EQ,30-APR-2025,10,1,INE0FFK01017,10
NRAIL,N R Agarwal Industries Limited,EQ,05-APR-2017,10,1,INE740D01017,10
NRBBEARING,NRB Bearing Limited,EQ,08-MAR-2000,2,1,INE349A01021,2
NRL,Nupur Recyclers Limited,EQ,12-JAN-2023,10,1,INE0JM501013,10
NSIL,Nalwa Sons Investments Limited,EQ,17-NOV-2003,10,1,INE023A01030,10
NSLNISP,NMDC Steel Limited,EQ,20-FEB-2023,10,1,INE0NNS01018,10
NTPC,NTPC Limited,EQ,05-NOV-2004,10,1,INE733E01010,10
NTPCGREEN,NTPC Green Energy Limited,EQ,27-NOV-2024,10,1,INE0ONG01011,10
NUCLEUS,Nucleus Software Exports Limited,EQ,19-DEC-2002,10,1,INE096B01018,10
NURECA,Nureca Limited,BE,25-FEB-2021,10,1,INE0DSF01015,10
NUVAMA,Nuvama Wealth Management Limited,EQ,26-SEP-2023,10,1,INE531F01015,10
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-AUG-2021,10,1,INE118D01016,10
NYKAA,FSN E-Commerce Ventures Limited,EQ,10-NOV-2021,1,1,INE388Y01029,1
OAL,Oriental Aromatics Limited,EQ,11-JUL-2019,5,1,INE959C01023,5
OBCL,Orissa Bengal Carrier Limited,EQ,07-APR-2022,10,1,INE426Z01016,10
OBEROIRLTY,Oberoi Realty Limited,EQ,20-OCT-2010,10,1,INE093I01010,10
OCCL,Oriental Carbon & Chemicals Limited,EQ,27-JAN-2016,10,1,INE321D01016,10
OCCLLTD,OCCL Limited,EQ,29-OCT-2024,2,1,INE0PK601023,2
ODIGMA,Odigma Consultancy Solutions Limited,BE,12-DEC-2024,1,1,INE054301028,1
OFSS,Oracle Financial Services Software Limited,EQ,28-JUN-2002,5,1,INE881D01027,5
OIL,Oil India Limited,EQ,30-SEP-2009,10,1,INE274J01014,10
OILCOUNTUB,Oil Country Tubular Limited,EQ,30-AUG-1995,10,1,INE591A01010,10
OLAELEC,Ola Electric Mobility Limited,EQ,09-AUG-2024,10,1,INE0LXG01040,10
OLECTRA,Olectra Greentech Limited,EQ,20-MAR-2002,4,1,INE260D01016,4
OMAXAUTO,Omax Autos Limited,EQ,20-FEB-2003,10,1,INE090B01011,10
OMAXE,Omaxe Limited,EQ,09-AUG-2007,10,1,INE800H01010,10
OMINFRAL,OM INFRA LIMITED,EQ,17-JUN-2011,1,1,INE239D01028,1
OMKARCHEM,Omkar Speciality Chemicals Limited,BZ,10-FEB-2011,10,1,INE474L01016,10
ONELIFECAP,Onelife Capital Advisors Limited,EQ,17-OCT-2011,10,1,INE912L01015,10
ONEPOINT,One Point One Solutions Limited,EQ,09-MAY-2019,2,1,INE840Y01029,2
ONESOURCE,Onesource Specialty Pharma Limited,EQ,24-JAN-2025,1,1,INE013P01021,1
ONGC,Oil & Natural Gas Corporation Limited,EQ,19-JUL-1995,5,1,INE213A01029,5
ONMOBILE,OnMobile Global Limited,EQ,19-FEB-2008,10,1,INE809I01019,10
ONWARDTEC,Onward Technologies Limited,EQ,07-MAR-2001,10,1,INE229A01017,10
OPTIEMUS,Optiemus Infracom Limited,EQ,08-AUG-2017,10,1,INE350C01017,10
ORBTEXP,Orbit Exports Limited,EQ,05-NOV-2013,10,1,INE231G01010,10
ORCHASP,Orchasp Limited,BE,07-FEB-2025,2,1,INE215B01022,2
ORCHPHARMA,Orchid Pharma Limited,EQ,02-NOV-2020,10,1,INE191A01027,10
ORICONENT,Oricon Enterprises Limited,EQ,24-JUL-2015,2,1,INE730A01022,2
ORIENTALTL,Oriental Trimex Limited,EQ,07-MAR-2007,10,1,INE998H01012,10
ORIENTBELL,Orient Bell Limited,EQ,14-FEB-2007,10,1,INE607D01018,10
ORIENTCEM,Orient Cement Limited,EQ,12-JUL-2013,1,1,INE876N01018,1
